anchor,cluster,following_word,count
türk,türk siyasetindeki,siyasetindeki,2
türk,türk devlet,devlet,2
türk,türk yüzyılı,yüzyılı,2
türk,türk kesimleriyle,kesimleriyle,1
türk,türk siyasal,siyasal,1
türk,türk sözünü,sözünü,1
türk,türk vatandaşının,vatandaşının,1
türk,türk gencinin,gencinin,1
türk,türk kadınlarının,kadınlarının,1
türkiye,türkiye cumhuriyeti,cumhuriyeti,15
türkiye,türkiye ittifakı,ittifakı,5
türkiye,türkiye genelinde,genelinde,4
türkiye,türkiye büyük,büyük,4
türkiye,türkiye yüzyılı,yüzyılı,3
türkiye,türkiye son,son,3
türkiye,türkiye göç,göç,3
türkiye,türkiye güçlü,güçlü,3
türkiye,türkiye savunma,savunma,2
türkiye,türkiye olacağız,olacağız,2
türkiye,türkiye yüzyılını,yüzyılını,2
türkiye,türkiye yüzyılının,yüzyılının,2
türkiye,türkiye kamu,kamu,2
türkiye,türkiye suç,suç,2
türkiye,türkiye suriyeliler,suriyeliler,2
türkiye,türkiye kaçanların,kaçanların,2
türkiye,türkiye yurt,yurt,2
türkiye,türkiye var,var,2
türkiye,türkiye türkiye,türkiye,2
türkiye,türkiye üretmesi,üretmesi,2
türkiye,türkiye kökenli,kökenli,2
türkiye,türkiye buradan,buradan,2
türkiye,türkiye bitti,bitti,2
türkiye,türkiye olmayıp,olmayıp,1
türkiye,türkiye yaşatmam,yaşatmam,1
türkiye,türkiye pek,pek,1
türkiye,türkiye özellikle,özellikle,1
türkiye,türkiye bedeli,bedeli,1
türkiye,türkiye inşası,inşası,1
türkiye,türkiye yönetimine,yönetimine,1
